emotion_label,source,actors,path,emotion2,emotion3
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_jar_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_join_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_judge_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_jug_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_juice_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_keen_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_keep_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_keg_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_kick_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_kill_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_king_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_kite_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_knock_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_late_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_laud_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_lean_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_learn_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_lease_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_lid_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_life_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_limb_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_live_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_loaf_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_long_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_lore_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_lose_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_lot_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_love_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_luck_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_make_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_match_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_merge_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_mess_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_met_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_mill_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_mob_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_mode_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_mood_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_moon_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_mop_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_mouse_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_nag_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_name_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_near_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_neat_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_nice_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_note_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_numb_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pad_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_page_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pain_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pass_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pearl_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_peg_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_perch_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_phone_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pick_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pike_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pole_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_pool_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_puff_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_rag_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_raid_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_rain_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_raise_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_rat_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_reach_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_read_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_red_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_ring_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_ripe_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_road_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_room_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_rose_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_rot_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_rough_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_rush_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_said_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_sail_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_search_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_seize_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_sell_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_shack_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_shall_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_shawl_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_sheep_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_shirt_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_should_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_shout_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_size_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_soap_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_soup_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_sour_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_south_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_sub_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_such_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_sure_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_take_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_talk_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_tape_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_team_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_tell_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_thin_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_third_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_thought_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_thumb_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_time_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_tip_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_tire_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_ton_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_tool_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_tough_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_turn_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_vine_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_voice_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_void_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_vote_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_wag_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_walk_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_wash_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_week_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_wheat_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_when_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_which_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_whip_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_white_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_wife_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_wire_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_witch_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_yearn_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_yes_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_young_fear.wav,negative_female,fear_female
fear_female,TESS,female,d://downloads//data3//OAF_Fear/OAF_youth_fear.wav,negative_female,fear_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_back_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_bar_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_base_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_bath_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_bean_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_beg_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_bite_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_boat_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_bone_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_book_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_bought_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_burn_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_cab_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_calm_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_came_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_cause_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_chain_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_chair_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_chalk_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_chat_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_check_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_cheek_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_chief_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_choice_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_cool_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_dab_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_date_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_dead_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_death_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_deep_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_dime_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_dip_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_ditch_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_dodge_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_dog_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_doll_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_door_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_fail_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_fall_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_far_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_fat_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_fit_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_five_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_food_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_gap_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_gas_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_gaze_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_germ_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_get_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_gin_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_goal_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_good_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_goose_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_gun_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_half_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_hall_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_hash_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_hate_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_have_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_haze_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_hire_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_hit_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_hole_ps.wav,positive_female,surprise_female
surprise_female,TESS,female,d://downloads//data3//OAF_Pleasant_surprise/OAF_home_ps.wav,positive_female,surprise_female
